#CODE small test;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
monowole.16.desc;My [GetTItle], my neighbour has asked me for a loan last spring, and he still hasn't paid it. Now he flaunts his well-being and I am left to my ruin, he won't even speak to me! I demand him to be arrested and executed!;;;;;;;;;;;;;x
monowole.16.a;So, you say you loaned him the money, did any of you seal the deal or have witnesses?;;;;;;;;;;;;;x
monowole.16.b;Your demand seems fair and evidence seems sufficient. Arrest that man.;;;;;;;;;;;;;x
monowole.16.c;I cannot decide that, bring him here for a fair trial.;;;;;;;;;;;;;x
monowole.16.d;You are taking up my precious time, I will arrest you.;;;;;;;;;;;;;x
monowole.16-1;The neighbour trial;;;;;;;;;;;;;x
monowole.16-1.desc;After hearing both sides, it is true that the petitioner loaned the money, but the neighbour gave him back a cow and two goats, one male and female. It seems that the petitioner wanted actual money, but did not refuse the animals.;;;;;;;;;;;;;x
monowole.16-1.a;Arrest the petitioner.;;;;;;;;;;;;;x
monowole.16-1.b;Arrest the neighbour.;;;;;;;;;;;;;x
monowole.16-1.c;Arrest both.;;;;;;;;;;;;;x
monowole.16-1.d;Arrest no one and stipulate a fine to be paid to the accused by the petitioner and to the court.;;;;;;;;;;;;;x
monowole.16-2;The neighbour trial;;;;;;;;;;;;;x
monowole.16-2.desc;After much squirming and gnashing of teeth, you conclude that the neighbour's wife had given him the money back with interest by the end of last season, and apparently the petitioner wanted to take the land from the neighbour if he was to be arrested.;;;;;;;;;;;;;x
monowole.16-2.a;Arrest the petitioner.;;;;;;;;;;;;;x
monowole.16-2.b;Arrest the neighbour.;;;;;;;;;;;;;x
monowole.16-2.c;Arrest both.;;;;;;;;;;;;;x
monowole.16-2.d;Arrest no one and stipulate a heavy fine to be paid to the accused by the petitioner and to the court.;;;;;;;;;;;;;x
monowole.16-3;The neighbour trial;;;;;;;;;;;;;x
monowole.16-3.desc;The trial was longer than expected, there was screaming and threats thrown every time. But after hearing the whole story, it becomes clear to you that the claimant was right, and the neighbour had not even intended to pay back the loan.;;;;;;;;;;;;;x
monowole.16-3.a;Arrest the petitioner.;;;;;;;;;;;;;x
monowole.16-3.b;Arrest the neighbour.;;;;;;;;;;;;;x
monowole.16-3.c;Arrest both.;;;;;;;;;;;;;x
monowole.16-3.d;Arrest no one and stipulate a heavy fine to be paid to the petitioner by the accused and to the court.;;;;;;;;;;;;;x
monowole.17;My brother and my wife betrayed me!;;;;;;;;;;;;;x
monowole.17.desc;[GetTitle], after my last expedition with the army, I came back to my home, with what little I could pillage, I see my wife is with child, at first I thought a miracle, or maybe the expedition was shorter than I thought. When the child was born I was content, but after time went by I started to think, and every day I saw the resemblance of my brother on that child, I remembered he did not leave his lands to fight, he stayed. It was not long before I understood what had happened...;;;;;;;;;;;;;x
monowole.17.a;This is really not the concern of the court.;;;;;;;;;;;;;x
monowole.17.b;I cannot abide this, I grant you permission kill the brother and the wife! And the child too, if you want.;;;;;;;;;;;;;x
monowole.17.c;No wonder, you're not man enough.;;;;;;;;;;;;;x
monowole.18;The duel of cousins;;;;;;;;;;;;;x
monowole.18.desc;My [GetTitle], after some heavy night of drinking and brawling, I have offended my cousin and he challenged me to a duel! I'm not a fighter, I can't even hold an axe properly! ;;;;;;;;;;;;;x
monowole.18.a;I forbid this kind of behaviour! I need the men to fight the enemy, not themselves.;;;;;;;;;;;;;x
monowole.18.b;I see, and I will save you from the duel... In the dungeons you'll be very safe.;;;;;;;;;;;;;x
monowole.18.c;If you grant me some of your land and monies, I will provide you with the best armor and shield.;;;;;;;;;;;;;x
monowole.18.d;A duel? I want to watch it!;;;;;;;;;;;;;x
monowole.18-1;The duel takes place;;;;;;;;;;;;;x
monowole.18-1.desc.1;The two armored men circle each other, one points to the other and shouts every few paces. Both seem nervous, they're agitated. When suddenly one of them charges with the shield, the other is caught off-guard and stumbles down, but the one standing hesitates after raising the sword for a blow. The fallen man kicks him, roll belly down and quickly get up and jumps forward. They both seem very tired now. The other charges once more with the shield, but now the man holds his ground. They clash swords but their hands seem feeble now and drop the weapons, they begin bashing each other's shield and screaming. They drop their shields, take off the helms and start kissing each other, the woman is screaming hysterically. It's a draw and the woman takes a knife and tries to stab them both they hold her down and take her away together.;;;;;;;;;;;;;x
monowole.18-1.desc.2;After banging their swords in respect, the men violently start kicking each other. Each kick takes the balance off of both. They seem enraged and start hacking at each other with the swords. It is not long before one of them starts getting tired and misses the timing to defend with the shield. Blood is splattered all around, the shield-arm of one of them is useless now, but his right arm is still good and drops the shield. The wounded man parries every attack the other makes and eventually finds an opening and strikes at the leg, once more, blood is splattered all over. The woman is screaming and both men cannot continue for long, they are bleeding out and becoming weak. They slash at each otter to no avail and their tiredness becomes more apparent. One of them drops to his knees, but quickly tries to get up, the other takes the chance but lacks strength and both come down rolling. Some punches followed but eventually, both stopped, rolled to their sides and gave up. It's a draw.;;;;;;;;;;;;;x
monowole.18-1.desc.3;As soon as one of them raises his shield, the other comes violently kicking and slashing at it, trying to break the shield, the mand cannot do anything but defend. Suddenly he gets the timing right and bashes the shield right into the attackers opening and hits him in the mouth and throws him back. The man spits out blood and something that looks like a few teeth, brushes the mouth with the sword-arm and screams. The other takes the oportunity to slash at his head, but misses when the screaming man dodges down and use this chance to strike at the attacker's torso. The sword comes out bloody from slashing his sides. The wounded man drops his sword and shield, takes off the helm and accepts defeat. The winner stands and points the sword at his neck, turns it and throws it into the ground, he kneels down and hugs the other man, the woman comes hurrying and the three start kissing each other, somehow someone of them is already taking the woman's clothes off and her top is bare, they then remember there's people watching, and they help each other and go away.;;;;;;;;;;;;;x
monowole.18-1.a;Interesting turn of events.;;;;;;;;;;;;;x
monowole.19;Marriage request;;;;;;;;;;;;;x
monowole.19.desc.1;My [GetTitle], I love a woman and she loves me back, I would like your permission to marry her and be able to have my own children.;;;;;;;;;;;;;x
monowole.19.desc.2;[GetTitledName] this is the most happy time of my life, I have found true love with my neighbour, I want to marry her and make it known that I am hers and she is mine.;;;;;;;;;;;;;x
monowole.19.desc.3;Liege, it has been far too long that I have been looking for a spouse, I am becoming old and still have not married, I have found a suitable bride and her father has promised me the dowry, I would like your permission to marry her.;;;;;;;;;;;;;x
monowole.19.a;Of course, may [GetHighGodName] grant you happiness and many children!;;;;;;;;;;;;;x
monowole.19.b;Well, you see, there's a lot of people here who want to marry, why don't you pay the fee like everyone else?;;;;;;;;;;;;;x
monowole.19.c;Well, you do know that I can reclaim the prima nocte, correct?;;;;;;;;;;;;;x
monowole.19.d;No, I will not grant it to you. I'm sure you will find another suitor.;;;;;;;;;;;;;x
monowole.20;Marriage request;;;;;;;;;;;;;x
monowole.20.desc.1;[GetTitle], I know it is not customary for a woman like me to ask this, but I have the utmost passion for my neighbour, we know each other since childhood, and he finally got the courage to show his affect for me. I want your permission to marry him.;;;;;;;;;;;;;x
monowole.20.desc.2;Liege, it has been many years since my first husband died in the war and left me with no children, there is a man who works under my family and I have grown very fond of him and he shows interest. I want your permission to marry him.;;;;;;;;;;;;;x
monowole.20.desc.3;[GetTitledName] the wisest [GetTitle], after my last travel I have brought with me a serf to serve under my house, and his diligent work has made me notice him. He serves me well, very well indeed. He has grown very passionate of me and I of him. Will you allow us to marry?;;;;;;;;;;;;;x
monowole.20.a;Yes, may you have many children!;;;;;;;;;;;;;x
monowole.20.b;For you, I can grant a special fee...;;;;;;;;;;;;;x
monowole.20.c;Yes, and you will spend the first night in my dungeon.;;;;;;;;;;;;;x
monowole.20.d;No, I will not allow this.;;;;;;;;;;;;;x
monowole.21;A son;;;;;;;;;;;;;x
monowole.21.desc.1;My [GetTitle], my son was boor last week, I have come to present him to you and to the court!;;;;;;;;;;;;;x
monowole.21.desc.2;Liege, this child my wife holds is my boy, my little boy born this fortnight, I have come here to present him to you!;;;;;;;;;;;;;x
monowole.21.desc.3;This is my boy, My boy! He is mine! Came from our loins! He is my heir! And I am proud! I have come here to show him to you!;;;;;;;;;;;;;x
monowole.21.a;A beautiful child, I can see he will become a mighty warrior one day!;;;;;;;;;;;;;x
monowole.21.b;You... I've seen you... You are the one from my dreams... Then the stars were right. I will help you raise this child!;;;;;;;;;;;;;x
monowole.21.c;Yes, I see, it's a child. Great. Pay.;;;;;;;;;;;;;x
monowole.21.d;Good, another son.;;;;;;;;;;;;;x
monowole.22;A daughter;;;;;;;;;;;;;x
monowole.22.desc.1;My [GetTitle], on the last full moon was born my daughter, and I come here for you to acknowledge her as a child under your banner.;;;;;;;;;;;;;x
monowole.22.desc.2;Liege, this little girl is mine, she was born this fortnight and I came here to present her to you.;;;;;;;;;;;;;x
monowole.22.desc.3;This is my girl. My girl! She was born last night, and I came here to present her to all of you!;;;;;;;;;;;;;x
monowole.22.a;A marvellous girl! Your family will be happy. I wish you happiness.;;;;;;;;;;;;;x
monowole.22.b;She's... Beautiful... I can sense something in her. I will help you raise this child!;;;;;;;;;;;;;x
monowole.22.c;Good, a daughter.;;;;;;;;;;;;;x
monowole.22.d;Yes, it's a child, why should I care? Just pay and be gone.;;;;;;;;;;;;;x
monowole.22-1;The child presented came;;;;;;;;;;;;;x
monowole.22-1.desc;The child that was presented at court 16 years ago has come to your court.;;;;;;;;;;;;;x
monowole.22-1.a;Excellent.;;;;;;;;;;;;;x
monowole.23;Treachery!;;;;;;;;;;;;;x
monowole.23.desc.1;The petitioner stops speaking, his eyes are reddening remarkably quickly, you feel something is wrong. Clearly, the petitioner was enraged by your reaction or that of the courtieris, or maybe he simply hates life and want to die. You see him unsheating his sword and lunging at you, hatred boiling in his eyes and you feel the world slow down around you...;;;;;;;;;;;;;x
monowole.23.desc.2;The petitioner stops speaking, his eyes are reddening remarkably quickly, you feel something is wrong. Clearly, the petitioner was enraged by your reaction or that of the courtieris. You see him grabbing his axe and lunging at you, profound hatred and a rage translated into a trembling hand. You feel the world slow down around you...;;;;;;;;;;;;;x
monowole.23.desc.3;The petitioner stops speaking, his eyes are reddening remarkably quickly, you feel something is wrong. Clearly, the petitioner was enraged by your reaction or that of the courtieris, or maybe he simply hates life and want to die. You see him unsheating a dagger and running towards you, tears boiling in his eyes and you feel the world slow down around you...;;;;;;;;;;;;;x
monowole.23.desc.4;The supplicant stops speaking, his head reddening, you feel something is definitely wrong. The supplicant was enraged by your reaction or that of the courtieris, he cares not for his life anymore. You see him unsheating his sword and running screaming at you, hatred boiling in his voice and you suddenly feel the world slow down around you...;;;;;;;;;;;;;x
monowole.23.desc.5;The supplicant screams enraged, you feel something obviously wrong. The petitioner was enraged and he values his life no more. You see him unsheating his shortsword and lunging at you, hatred boiling in his eyes and you feel the world slow down around you...;;;;;;;;;;;;;x
monowole.23.a;You decide do duck and roll to the side and try to escape.;;;;;;;;;;;;;x
monowole.23.b;You decide to stand and fight, you unsheathe your sword.;;;;;;;;;;;;;x
monowole.23-1;That was close!;;;;;;;;;;;;;x
monowole.23-1.desc.1;The assassin lunged so quickly at you you barely had the time to react, but your hand was already at your sword and before it was completely off its sheathe, you managed to hold and block their attack. But befor you know it, he slashed again, but you managed to parry this attack.;;;;;;;;;;;;;x
monowole.23-1.desc.2;The assassin darted at you so quickly you barely had the time to react, fortunately you were already readying yourself, so you managed to block with the sword half-sheathed. As soon as block was felt, the assassin tried to attack again from the other side, but you were quicker and kicked him off, now you both are ready to fight each other.;;;;;;;;;;;;;x
monowole.23-1.desc.3;The assassin came at you quick, but not enough. You unsheathed your sword and as their attack was about to land you parried it and slided your sword through their weapon and used the pommel to hit them in the face. While the assassin dodged, you managed to hit their chest, and that was enough to hold him. Now you stand at the ready.;;;;;;;;;;;;;x
monowole.23-1.a;Try to hold him in place through combat.;;;;;;;;;;;;;x
monowole.23-1.b;Charge him and attack before he attacks you.;;;;;;;;;;;;;x
monowole.23-1.c;Stand and wait.;;;;;;;;;;;;;x
monowole.23-2;The assassin did not reach you;;;;;;;;;;;;;x
monowole.23-2.desc.1;The assassin stumbled and could not make it towards you and is now surrounded by the guards and some of your courtiers.;;;;;;;;;;;;;x
monowole.23-2.desc.2;The assassin was not quick enough to reach you and is now surrounded by the guards.;;;;;;;;;;;;;x
monowole.23-2.desc.3;The assassin was hesitant to run all the way toward you and stopped mid-way and is now surrounded by guards.;;;;;;;;;;;;;x
monowole.23-2.a;"""Arrest him!""";;;;;;;;;;;;;x
monowole.23-2.b;Charge him and try to attack.;;;;;;;;;;;;;x
monowole.23-2.c;Run and escape before any harm befalls you;;;;;;;;;;;;;x
monowole.23-3;The assassin reached you and it's too late;;;;;;;;;;;;;x
monowole.23-3.desc.1;The assassin managed to reach you before anything else, and when you noticed, the weapon had opened your throat. You see the blood dripping out. Your blood.;;;;;;;;;;;;;x
monowole.23-3.desc.2;The assassin managed to reach you before anything else, and when you noticed, the weapon had slashed open your chest. You see blood pumping out.;;;;;;;;;;;;;x
monowole.23-3.desc.3;The assassin managed to reach you before anything else, and when you noticed, the weapon had tore open your belly. You see blood gushing out. Your blood.;;;;;;;;;;;;;x
monowole.23-3.desc.4;The assassin managed to reach you before anything else, and when you noticed, the weapon had opened your backside. You see the blood dripping on the floor. Your blood.;;;;;;;;;;;;;x
monowole.23-3.desc.5;The assassin managed to reach you before anything else, and when you noticed, the weapon had went through your chest. The blood is running through the floor. It's yours.;;;;;;;;;;;;;x
monowole.23-3.a;Ghhgh!;;;;;;;;;;;;;x
mono-gasp-dying.1;Ghhharghhh!;;;;;;;;;;;;;x
mono-gasp-dying.2;Hnnngh!;;;;;;;;;;;;;x
mono-gasp-dying.3;Grrhhhhhh!;;;;;;;;;;;;;x
mono-gasp-dying.4;Hhhnnnn-aaaagh!;;;;;;;;;;;;;x
mono-gasp-dying.5;Hnnnngh!;;;;;;;;;;;;;x
monowole.23-3.b;...;;;;;;;;;;;;;x
monowole.23-3.c;Nnnnghh!;;;;;;;;;;;;;x
mono-cowrd-dying.1;N-nahhhhhgh!;;;;;;;;;;;;;x
mono-cowrd-dying.2;N-hhhhooo!;;;;;;;;;;;;;x
mono-cowrd-dying.3;Nhhhhhhhghhhh!;;;;;;;;;;;;;x
mono-cowrd-dying.4;Gh-nh nhhhhhgh!;;;;;;;;;;;;;x
mono-cowrd-dying.5;Bhgh nnnnngh!;;;;;;;;;;;;;x
monowole.23-2-1;You parry and it is done!;;;;;;;;;;;;;x
monowole.23-2-1.desc.1;"You keep parrying his attacks, you slash at him and you feint one left attack and there's an opening, you can only go forward! /n Your sword is through the assassin's throat. Everyone starts cheering ""[GetTitledName]!"", ""[GetFirstNameWithNick]!"", ""[GetFullName]!"".";;;;;;;;;;;;;x
monowole.23-2-1.desc.2;"You keep parrying his attacks, you slash at him and you feint one low attack and there's an opening, you can only go forward! /n Your sword is through the assassin's chest. Everyone starts cheering ""[GetTitledName]!"", ""[GetFirstNameWithNick]!"", ""[GetFullName]!"".";;;;;;;;;;;;;x
monowole.23-2-1.desc.3;"You keep parrying his attacks, you slash at him and you feint one high attack and there's an opening, you can only go forward! /n Your sword is through the assassin's eyes. Everyone starts cheering ""[GetTitledName]!"", ""[GetFirstNameWithNick]!"", ""[GetFullName]!"".";;;;;;;;;;;;;x
monowole.23-2-1.a;Die! DIE! DIE!;;;;;;;;;;;;;x
monowole.23-2-2;You manage to hold the assasin off;;;;;;;;;;;;;x
monowole.23-2-2.desc.1;You fight and parry, parry and parry again, you strike and the assassin parries, he tries to kick, you dodge, you slash again and it is blocked. You stop looking at the eyes and are watching the footwork. /n You see the weapon fall to the ground, and soon the assassin falls flat, with the tip of the spear of one of the guards through the head. Some men scream and cheer.;;;;;;;;;;;;;x
monowole.23-2-2.desc.2;A whirlwind of slashing left and right, parries, you lose count of how many attacks you parried but you strike and the assassin dodges, only to fall with the neck on a guard's dagger, suddenly other 3 spears go through the chest. Everyone begins to cheer.;;;;;;;;;;;;;x
monowole.23-2-2.desc.3;You parry the assassin's weapon and manages to throw it far, one of thet guards slides his spear through the chest, you look at the guard and he smiles at you and everyone starts cheering.;;;;;;;;;;;;;x
monowole.23-2-3;You parry, then the assassin parries;;;;;;;;;;;;;x
monowole.23-2-3.desc;You parry, then the assassin parries. You puff and you feel an imbalance. /n When you notice it, you feel a burning in your chest. /n You are bleeding.;;;;;;;;;;;;;x
monowole.23-2-3.a;But... How...?;;;;;;;;;;;;;x
monowole.death1;You feel the cold;;;;;;;;;;;;;x
monowole.death1.desc.1;You feel the cold shivering up your spine, it's embracing you. There's nothing left for you in this world.;;;;;;;;;;;;;x
monowole.death1.desc.2;The darkness is coming, you feel it taking hold of your body. It is over.;;;;;;;;;;;;;x
monowole.death1.desc.3;Your vision starts blurring, sundenly it starts fading into blackness. You feel your life is over.;;;;;;;;;;;;;x
monowole.death1.a;It is over now...;;;;;;;;;;;;;x
monowole.23-1-1;The guards reach the assassin.;;;;;;;;;;;;;x
monowole.23-1-1.desc;The guards surround and start attacking the assassin, there is no escape, only a flurry of blows and parries until there's blood flying. They fought hard and when it was over, the assassin laid in a puddle of blood on the ground.;;;;;;;;;;;;;x
monowole.23-1-1.a;It is over now.;;;;;;;;;;;;;x
monowole.23-1-2;The guards reach the assassin.;;;;;;;;;;;;;x
